Nom,STOXX® Europe 600 (Price Return EUR)
ISIN,EU0009658202
Symbole,SXXP
Source,https://stoxx.com/index/sxxp/?factsheet=true
Date,Close
2006-12-04,351.5899
2006-12-05,353.91
2006-12-06,354.0299
2006-12-07,356.0299
2006-12-08,356.3399
2006-12-11,358.43
2006-12-12,359.7
2006-12-13,361.99
2006-12-14,364.18
2006-12-15,366.16
2006-12-18,365.94
2006-12-19,363.49
2006-12-20,364.56
2006-12-21,364.15
2006-12-22,362.45
2006-12-27,366.17
2006-12-28,366.32
2006-12-29,365.26
2007-01-02,369.86
2007-01-03,369.8399
2007-01-04,368.76
2007-01-05,365.69
2007-01-08,365.38
2007-01-09,366.21
2007-01-10,363.8399
2007-01-11,370.1
2007-01-12,371.86
2007-01-15,374.16
2007-01-16,372.02
2007-01-17,371.73
2007-01-18,371.58
2007-01-19,374.23
2007-01-22,372.8
2007-01-23,372.61
2007-01-24,376.02
2007-01-25,374.87
2007-01-26,372.38
2007-01-29,373.3399
2007-01-30,374.6
2007-01-31,372.72
2007-02-01,376.95
2007-02-02,378.98
2007-02-05,379.23
2007-02-06,380.54
2007-02-07,381.62
2007-02-08,378.3
2007-02-09,380.24
2007-02-12,378.06
2007-02-13,378.72
2007-02-14,381.7
2007-02-15,381.29
2007-02-16,380.81
2007-02-19,382.19
2007-02-20,380.99
2007-02-21,378.46
2007-02-22,379.7
2007-02-23,380.5299
2007-02-26,382.17
2007-02-27,370.56
2007-02-28,365.0299
2007-03-01,361.79
2007-03-02,360.67
2007-03-05,356.4
2007-03-06,359.69
2007-03-07,361.65
2007-03-08,366.54
2007-03-09,367.35
2007-03-12,365.49
2007-03-13,361.56
2007-03-14,351.93
2007-03-15,359.02
2007-03-16,359.0899
2007-03-19,364.42
2007-03-20,367.23
2007-03-21,368.75
2007-03-22,374.2
2007-03-23,375.98
2007-03-26,372.85
2007-03-27,372.46
2007-03-28,370.1
2007-03-29,374.29
2007-03-30,374.22
2007-04-02,375.5299
2007-04-03,379.49
2007-04-04,379.99
2007-04-05,380.26
2007-04-10,382.51
2007-04-11,382.19
2007-04-12,380.79
2007-04-13,383.33
2007-04-16,387.72
2007-04-17,387.86
2007-04-18,385.88
2007-04-19,384.39
2007-04-20,389.27
2007-04-23,388.85
2007-04-24,385.38
2007-04-25,387.8
2007-04-26,388.4
2007-04-27,386.1
2007-04-30,386.93
2007-05-01,386.77
2007-05-02,388.64
2007-05-03,389.72
2007-05-04,392.73
2007-05-07,392.88
2007-05-08,389.79
2007-05-09,390.58
2007-05-10,387.72
2007-05-11,389.7799
2007-05-14,388.96
2007-05-15,390.21
2007-05-16,389.47
2007-05-17,390.39
2007-05-18,393.95
2007-05-21,393.36
2007-05-22,393.39
2007-05-23,396.39
2007-05-24,393.55
2007-05-25,393.48
2007-05-28,394.08
2007-05-29,394.39
2007-05-30,393.65
2007-05-31,396.74
2007-06-01,400.31
2007-06-04,399.02
2007-06-05,396.61
2007-06-06,390.07
2007-06-07,385.46
2007-06-08,385.0899
2007-06-11,388.88
2007-06-12,386.8
2007-06-13,388.22
2007-06-14,394.29
2007-06-15,399.27
2007-06-18,397.87
2007-06-19,396.42
2007-06-20,397.85
2007-06-21,393.7
2007-06-22,392.43
2007-06-25,391.94
2007-06-26,389.52
2007-06-27,387.69
2007-06-28,391.6
2007-06-29,393.71
2007-07-02,392.23
2007-07-03,395.71
2007-07-04,397.5
2007-07-05,394.93
2007-07-06,397.27
2007-07-09,398.52
2007-07-10,394.02
2007-07-11,392.72
2007-07-12,397.3399
2007-07-13,399.02
2007-07-16,399.71
2007-07-17,397.79
2007-07-18,393.14
2007-07-19,396.94
2007-07-20,392.5899
2007-07-23,394.99
2007-07-24,388.94
2007-07-25,385.5
2007-07-26,374.56
2007-07-27,372.69
2007-07-30,372.0299
2007-07-31,380.07
2007-08-01,374.16
2007-08-02,376.93
2007-08-03,372.0299
2007-08-06,368.64
2007-08-07,373.62
2007-08-08,381.05
2007-08-09,374.27
2007-08-10,362.77
2007-08-13,370.91
2007-08-14,366.3399
2007-08-15,365.36
2007-08-16,352.37
2007-08-17,359.98
2007-08-20,362.33
2007-08-21,362.39
2007-08-22,368.62
2007-08-23,369.33
2007-08-24,370.52
2007-08-27,371.0899
2007-08-28,364.66
2007-08-29,366.81
2007-08-30,370.99
2007-08-31,375.94
2007-09-03,376.99
2007-09-04,379.47
2007-09-05,372.66
2007-09-06,373.8399
2007-09-07,365.58
2007-09-10,362.23
2007-09-11,368.41
2007-09-12,369.23
2007-09-13,372.21
2007-09-14,367.75
2007-09-17,362.18
2007-09-18,367.67
2007-09-19,377.5299
2007-09-20,374.95
2007-09-21,376.74
2007-09-24,376.55
2007-09-25,372.4
2007-09-26,375.0299
2007-09-27,377.96
2007-09-28,377.86
2007-10-01,380.86
2007-10-02,382.7799
2007-10-03,383.5899
2007-10-04,384.18
2007-10-05,386.93
2007-10-08,385.86
2007-10-09,387.8399
2007-10-10,388.23
2007-10-11,390.43
2007-10-12,390.63
2007-10-15,386.95
2007-10-16,384.0299
2007-10-17,386.62
2007-10-18,383.36
2007-10-19,380.88
2007-10-22,375.82
2007-10-23,379.7799
2007-10-24,377.45
2007-10-25,381.83
2007-10-26,383.95
2007-10-29,386.6
2007-10-30,384.9
2007-10-31,388.43
2007-11-01,382.57
2007-11-02,379.92
2007-11-05,377.32
2007-11-06,378.64
2007-11-07,375.58
2007-11-08,373.48
2007-11-09,367.57
2007-11-12,367.69
2007-11-13,368.52
2007-11-14,370.46
2007-11-15,365.82
2007-11-16,362.72
2007-11-19,354.7
2007-11-20,358.65
2007-11-21,349.18
2007-11-22,351.86
2007-11-23,357.74
2007-11-26,355.7799
2007-11-27,354.27
2007-11-28,364.0899
2007-11-29,365.72
2007-11-30,370.36
2007-12-03,368.81
2007-12-04,363.3399
2007-12-05,369.61
2007-12-06,369.87
2007-12-07,372.88
2007-12-10,375.06
2007-12-11,373.55
2007-12-12,374.75
2007-12-13,365.61
2007-12-14,367.24
2007-12-17,360.83
2007-12-18,360.43
2007-12-19,358.74
2007-12-20,359.46
2007-12-21,364.49
2007-12-24,364.8
2007-12-27,365.0899
2007-12-28,364.39
2007-12-31,364.64
2008-01-02,360.08
2008-01-03,358.95
2008-01-04,352.0
2008-01-07,351.27
2008-01-08,353.43
2008-01-09,348.77
2008-01-10,345.38
2008-01-11,343.69
2008-01-14,344.7799
2008-01-15,335.94
2008-01-16,332.75
2008-01-17,331.07
2008-01-18,327.5299
2008-01-21,308.77
2008-01-22,315.55
2008-01-23,306.0299
2008-01-24,322.08
2008-01-25,322.23
2008-01-28,318.7
2008-01-29,324.31
2008-01-30,322.19
2008-01-31,322.16
2008-02-01,328.42
2008-02-04,329.13
2008-02-05,318.73
2008-02-06,320.35
2008-02-07,314.14
2008-02-08,315.5
2008-02-11,312.5899
2008-02-12,323.0299
2008-02-13,323.3
2008-02-14,323.66
2008-02-15,317.36
2008-02-18,323.5299
2008-02-19,324.16
2008-02-20,320.33
2008-02-21,322.43
2008-02-22,319.88
2008-02-25,325.3
2008-02-26,330.01
2008-02-27,329.39
2008-02-28,323.3399
2008-02-29,318.95
2008-03-03,314.46
2008-03-04,310.26
2008-03-05,315.61
2008-03-06,311.42
2008-03-07,307.98
2008-03-10,304.15
2008-03-11,307.82
2008-03-12,311.48
2008-03-13,307.26
2008-03-14,304.15
2008-03-17,290.26
2008-03-18,300.57
2008-03-19,297.48
2008-03-20,296.83
2008-03-25,306.63
2008-03-26,304.63
2008-03-27,308.38
2008-03-28,306.69
2008-03-31,305.96
2008-04-01,316.07
2008-04-02,319.66
2008-04-03,317.97
2008-04-04,319.15
2008-04-07,322.01
2008-04-08,318.74
2008-04-09,316.5299
2008-04-10,315.24
2008-04-11,310.74
2008-04-14,308.26
2008-04-15,309.58
2008-04-16,314.95
2008-04-17,313.17
2008-04-18,320.69
2008-04-21,316.96
2008-04-22,315.5
2008-04-23,317.41
2008-04-24,317.65
2008-04-25,321.7
2008-04-28,323.62
2008-04-29,320.67
2008-04-30,323.0899
2008-05-01,323.5899
2008-05-02,329.21
2008-05-05,328.2799
2008-05-06,326.69
2008-05-07,329.35
2008-05-08,329.2799
2008-05-09,324.85
2008-05-12,325.95
2008-05-13,325.57
2008-05-14,327.2
2008-05-15,328.41
2008-05-16,329.86
2008-05-19,332.87
2008-05-20,325.97
2008-05-21,323.16
2008-05-22,324.41
2008-05-23,319.02
2008-05-26,318.27
2008-05-27,317.19
2008-05-28,320.15
2008-05-29,320.91
2008-05-30,322.12
2008-06-02,318.44
2008-06-03,321.05
2008-06-04,317.07
2008-06-05,316.61
2008-06-06,310.29
2008-06-09,308.71
2008-06-10,306.61
2008-06-11,301.37
2008-06-12,304.1
2008-06-13,305.7
2008-06-16,304.9
2008-06-17,306.3399
2008-06-18,301.74
2008-06-19,300.24
2008-06-20,295.08
2008-06-23,294.81
2008-06-24,292.54
2008-06-25,296.1
2008-06-26,288.48
2008-06-27,287.3399
2008-06-30,289.39
2008-07-01,283.0
2008-07-02,280.69
2008-07-03,283.08
2008-07-04,279.5299
2008-07-07,283.17
2008-07-08,278.97
2008-07-09,283.9
2008-07-10,277.95
2008-07-11,270.36
2008-07-14,272.47
2008-07-15,266.51
2008-07-16,268.5
2008-07-17,276.27
2008-07-18,280.69
2008-07-21,282.36
2008-07-22,280.9
2008-07-23,286.77
2008-07-24,282.21
2008-07-25,281.76
2008-07-28,278.73
2008-07-29,279.64
2008-07-30,284.0
2008-07-31,283.76
2008-08-01,280.24
2008-08-04,277.5899
2008-08-05,285.01
2008-08-06,287.66
2008-08-07,286.89
2008-08-08,289.2799
2008-08-11,293.06
2008-08-12,291.8399
2008-08-13,284.44
2008-08-14,285.91
2008-08-15,287.25
2008-08-18,286.95
2008-08-19,279.71
2008-08-20,280.76
2008-08-21,278.44
2008-08-22,283.82
2008-08-25,282.15
2008-08-26,282.74
2008-08-27,283.25
2008-08-28,287.21
2008-08-29,288.18
2008-09-01,287.18
2008-09-02,290.08
2008-09-03,285.58
2008-09-04,278.18
2008-09-05,272.24
2008-09-08,281.3
2008-09-09,279.6
2008-09-10,277.35
2008-09-11,275.66
2008-09-12,280.41
2008-09-15,270.68
2008-09-16,263.54
2008-09-17,258.04
2008-09-18,256.77
2008-09-19,278.18
2008-09-22,272.35
2008-09-23,267.31
2008-09-24,265.66
2008-09-25,271.01
2008-09-26,265.92
2008-09-29,251.43
2008-09-30,256.05
2008-10-01,257.75
2008-10-02,254.24
2008-10-03,261.43
2008-10-06,241.5
2008-10-07,240.72
2008-10-08,226.31
2008-10-09,221.78
2008-10-10,205.13
2008-10-13,225.37
2008-10-14,232.22
2008-10-15,217.17
2008-10-16,206.4
2008-10-17,214.27
2008-10-20,222.01
2008-10-21,220.9
2008-10-22,209.57
2008-10-23,208.72
2008-10-24,198.82
2008-10-27,195.04
2008-10-28,199.44
2008-10-29,213.72
2008-10-30,216.24
2008-10-31,222.07
2008-11-03,223.38
2008-11-04,233.5
2008-11-05,228.13
2008-11-06,215.46
2008-11-07,219.6
2008-11-10,220.96
2008-11-11,212.17
2008-11-12,205.22
2008-11-13,204.08
2008-11-14,205.56
2008-11-17,200.36
2008-11-18,201.91
2008-11-19,193.77
2008-11-20,186.75
2008-11-21,182.13
2008-11-24,197.51
2008-11-25,198.77
2008-11-26,198.85
2008-11-27,203.62
2008-11-28,206.25
2008-12-01,193.91
2008-12-02,197.2
2008-12-03,198.29
2008-12-04,197.4
2008-12-05,189.84
2008-12-08,202.61
2008-12-09,205.33
2008-12-10,205.37
2008-12-11,203.79
2008-12-12,198.22
2008-12-15,197.51
2008-12-16,199.01
2008-12-17,197.51
2008-12-18,197.31
2008-12-19,196.43
2008-12-22,193.32
2008-12-23,193.05
2008-12-24,192.4199
2008-12-29,193.46
2008-12-30,196.9
2008-12-31,198.36
2009-01-02,204.46
2009-01-05,208.69
2009-01-06,212.87
2009-01-07,210.31
2009-01-08,208.77
2009-01-09,207.82
2009-01-12,204.53
2009-01-13,201.66
2009-01-14,192.87
2009-01-15,191.1699
2009-01-16,192.96
2009-01-19,189.72
2009-01-20,185.7
2009-01-21,184.52
2009-01-22,182.85
2009-01-23,182.49
2009-01-26,188.06
2009-01-27,188.31
2009-01-28,194.32
2009-01-29,190.79
2009-01-30,191.23
2009-02-02,186.32
2009-02-03,189.78
2009-02-04,194.6699
2009-02-05,194.5
2009-02-06,198.53
2009-02-09,199.35
2009-02-10,193.82
2009-02-11,193.13
2009-02-12,190.6399
2009-02-13,191.27
2009-02-16,188.6699
2009-02-17,183.98
2009-02-18,183.35
2009-02-19,183.3899
2009-02-20,176.93
2009-02-23,175.29
2009-02-24,172.86
2009-02-25,172.31
2009-02-26,176.1399
2009-02-27,172.9199
2009-03-02,164.3
2009-03-03,161.34
2009-03-04,167.62
2009-03-05,161.59
2009-03-06,159.52
2009-03-09,157.97
2009-03-10,165.99
2009-03-11,166.24
2009-03-12,167.36
2009-03-13,168.57
2009-03-16,173.19
2009-03-17,172.05
2009-03-18,170.76
2009-03-19,171.87
2009-03-20,172.58
2009-03-23,177.73
2009-03-24,178.21
2009-03-25,178.82
2009-03-26,179.12
2009-03-27,177.1699
2009-03-30,170.45
2009-03-31,176.46
2009-04-01,179.26
2009-04-02,188.11
2009-04-03,186.1699
2009-04-06,185.01
2009-04-07,183.46
2009-04-08,184.02
2009-04-09,188.06
2009-04-14,190.99
2009-04-15,190.52
2009-04-16,193.82
2009-04-17,196.96
2009-04-20,189.93
2009-04-21,190.2
2009-04-22,192.38
2009-04-23,191.49
2009-04-24,195.82
2009-04-27,196.53
2009-04-28,193.57
2009-04-29,197.28
2009-04-30,200.23
2009-05-01,200.48
2009-05-04,203.77
2009-05-05,205.07
2009-05-06,208.02
2009-05-07,206.29
2009-05-08,209.51
2009-05-11,206.59
2009-05-12,206.18
2009-05-13,200.72
2009-05-14,201.7
2009-05-15,202.9199
2009-05-18,207.83
2009-05-19,210.78
2009-05-20,211.75
2009-05-21,207.57
2009-05-22,207.01
2009-05-25,207.36
2009-05-26,208.96
2009-05-27,210.41
2009-05-28,207.93
2009-05-29,208.21
2009-06-01,214.31
2009-06-02,214.24
2009-06-03,209.94
2009-06-04,209.47
2009-06-05,210.76
2009-06-08,209.29
2009-06-09,210.29
2009-06-10,212.77
2009-06-11,214.8
2009-06-12,214.35
2009-06-15,209.02
2009-06-16,208.8
2009-06-17,204.63
2009-06-18,205.6399
2009-06-19,208.28
2009-06-22,202.48
2009-06-23,201.49
2009-06-24,206.33
2009-06-25,204.66
2009-06-26,204.47
2009-06-29,208.03
2009-06-30,205.83
2009-07-01,209.46
2009-07-02,204.12
2009-07-03,204.08
2009-07-06,201.7
2009-07-07,200.2
2009-07-08,198.03
2009-07-09,199.41
2009-07-10,197.25
2009-07-13,200.8
2009-07-14,203.5
2009-07-15,209.08
2009-07-16,209.86
2009-07-17,210.67
2009-07-20,213.22
2009-07-21,215.02
2009-07-22,215.65
2009-07-23,219.79
2009-07-24,219.67
2009-07-27,220.59
2009-07-28,218.54
2009-07-29,220.37
2009-07-30,225.25
2009-07-31,224.91
2009-08-03,228.46
2009-08-04,227.79
2009-08-05,226.87
2009-08-06,227.89
2009-08-07,230.68
2009-08-10,229.56
2009-08-11,226.35
2009-08-12,228.65
2009-08-13,230.48
2009-08-14,228.77
2009-08-17,224.23
2009-08-18,227.23
2009-08-19,226.45
2009-08-20,229.65
2009-08-21,234.85
2009-08-24,236.84
2009-08-25,237.84
2009-08-26,236.45
2009-08-27,235.24
2009-08-28,237.51
2009-08-31,236.0
2009-09-01,231.66
2009-09-02,230.59
2009-09-03,230.68
2009-09-04,233.85
2009-09-07,237.2
2009-09-08,237.89
2009-09-09,240.09
2009-09-10,240.47
2009-09-11,241.74
2009-09-14,240.93
2009-09-15,241.36
2009-09-16,244.82
2009-09-17,246.1
2009-09-18,244.92
2009-09-21,242.97
2009-09-22,244.22
2009-09-23,244.74
2009-09-24,239.98
2009-09-25,238.95
2009-09-28,243.2
2009-09-29,243.59
2009-09-30,242.47
2009-10-01,238.62
2009-10-02,234.1
2009-10-05,236.09
2009-10-06,241.17
2009-10-07,240.3
2009-10-08,243.44
2009-10-09,242.73
2009-10-12,244.34
2009-10-13,241.94
2009-10-14,246.98
2009-10-15,247.28
2009-10-16,245.58
2009-10-19,249.34
2009-10-20,248.25
2009-10-21,249.19
2009-10-22,246.23
2009-10-23,244.89
2009-10-26,241.84
2009-10-27,242.27
2009-10-28,237.34
2009-10-29,241.73
2009-10-30,236.93
2009-11-02,237.64
2009-11-03,234.9
2009-11-04,239.13
2009-11-05,240.52
2009-11-06,241.06
2009-11-09,245.74
2009-11-10,245.31
2009-11-11,246.2
2009-11-12,246.61
2009-11-13,247.8
2009-11-16,251.34
2009-11-17,250.36
2009-11-18,249.65
2009-11-19,245.52
2009-11-20,243.62
2009-11-23,248.49
2009-11-24,246.88
2009-11-25,247.96
2009-11-26,239.85
2009-11-27,242.6
2009-11-30,239.17
2009-12-01,245.58
2009-12-02,246.77
2009-12-03,246.33
2009-12-04,249.03
2009-12-07,247.88
2009-12-08,244.01
2009-12-09,241.42
2009-12-10,243.89
2009-12-11,245.13
2009-12-14,247.04
2009-12-15,247.17
2009-12-16,250.33
2009-12-17,247.18
2009-12-18,246.19
2009-12-21,249.57
2009-12-22,251.15
2009-12-23,251.9
2009-12-24,251.91
2009-12-28,253.17
2009-12-29,254.09
2009-12-30,253.16
2009-12-31,253.89
2010-01-04,257.65
2010-01-05,257.5899
2010-01-06,257.96
2010-01-07,258.04
2010-01-08,259.15
2010-01-11,258.81
2010-01-12,256.38
2010-01-13,256.96
2010-01-14,258.8399
2010-01-15,256.44
2010-01-18,258.21
2010-01-19,260.26
2010-01-20,256.3
2010-01-21,252.76
2010-01-22,249.91
2010-01-25,248.29
2010-01-26,249.41
2010-01-27,247.31
2010-01-28,244.61
2010-01-29,246.96
2010-02-01,248.42
2010-02-02,250.8
2010-02-03,249.4
2010-02-04,242.7
2010-02-05,237.46
2010-02-08,238.91
2010-02-09,239.19
2010-02-10,240.91
2010-02-11,241.74
2010-02-12,241.02
2010-02-15,241.92
2010-02-16,244.38
2010-02-17,247.69
2010-02-18,249.14
2010-02-19,250.3
2010-02-22,249.67
2010-02-23,246.74
2010-02-24,247.22
2010-02-25,243.29
2010-02-26,245.8
2010-03-01,248.69
2010-03-02,250.65
2010-03-03,252.6
2010-03-04,253.0
2010-03-05,257.0899
2010-03-08,256.87
2010-03-09,256.73
2010-03-10,258.24
2010-03-11,257.6
2010-03-12,258.4
2010-03-15,256.65
2010-03-16,259.0299
2010-03-17,261.3399
2010-03-18,261.2
2010-03-19,260.2
2010-03-22,260.12
2010-03-23,261.85
2010-03-24,262.19
2010-03-25,264.79
2010-03-26,263.5899
2010-03-29,263.89
2010-03-30,263.87
2010-03-31,263.57
2010-04-01,267.62
2010-04-06,269.37
2010-04-07,268.61
2010-04-08,266.2799
2010-04-09,269.74
2010-04-12,269.36
2010-04-13,268.69
2010-04-14,270.44
2010-04-15,272.14
2010-04-16,267.92
2010-04-19,266.13
2010-04-20,269.76
2010-04-21,268.23
2010-04-22,265.32
2010-04-23,267.42
2010-04-26,270.1
2010-04-27,261.65
2010-04-28,258.24
2010-04-29,261.74
2010-04-30,259.91
2010-05-03,260.52
2010-05-04,252.96
2010-05-05,250.55
2010-05-06,246.9
2010-05-07,237.18
2010-05-10,254.14
2010-05-11,252.93
2010-05-12,256.6
2010-05-13,257.24
2010-05-14,248.46
2010-05-17,248.09
2010-05-18,251.3
2010-05-19,243.71
2010-05-20,238.28
2010-05-21,237.11
2010-05-24,238.02
2010-05-25,232.11
2010-05-26,237.74
2010-05-27,244.79
2010-05-28,244.01
2010-05-31,244.97
2010-06-01,245.34
2010-06-02,245.4
2010-06-03,248.91
2010-06-04,244.53
2010-06-07,242.71
2010-06-08,240.06
2010-06-09,244.6
2010-06-10,248.46
2010-06-11,249.46
2010-06-14,252.53
2010-06-15,254.28
2010-06-16,254.47
2010-06-17,254.88
2010-06-18,255.5
2010-06-21,258.18
2010-06-22,256.92
2010-06-23,254.44
2010-06-24,249.78
2010-06-25,248.33
2010-06-28,251.36
2010-06-29,243.82
2010-06-30,243.32
2010-07-01,237.3
2010-07-02,237.27
2010-07-05,236.68
2010-07-06,242.76
2010-07-07,246.06
2010-07-08,248.6
2010-07-09,250.09
2010-07-12,251.18
2010-07-13,255.99
2010-07-14,255.92
2010-07-15,252.97
2010-07-16,248.11
2010-07-19,246.18
2010-07-20,246.35
2010-07-21,249.24
2010-07-22,254.37
2010-07-23,255.97
2010-07-26,257.12
2010-07-27,258.11
2010-07-28,257.21
2010-07-29,256.26
2010-07-30,255.35
2010-08-02,262.0899
2010-08-03,262.06
2010-08-04,262.17
2010-08-05,261.48
2010-08-06,258.71
2010-08-09,262.26
2010-08-10,259.93
2010-08-11,254.68
2010-08-12,254.93
2010-08-13,255.56
2010-08-16,255.61
2010-08-17,258.47
2010-08-18,257.6
2010-08-19,253.9
2010-08-20,252.15
2010-08-23,253.76
2010-08-24,249.45
2010-08-25,247.54
2010-08-26,249.65
2010-08-27,251.24
2010-08-30,251.16
2010-08-31,251.31
2010-09-01,258.19
2010-09-02,258.18
2010-09-03,260.4
2010-09-06,260.94
2010-09-07,259.76
2010-09-08,262.33
2010-09-09,265.0899
2010-09-10,264.7
2010-09-13,266.45
2010-09-14,266.4
2010-09-15,265.54
2010-09-16,263.47
2010-09-17,262.86
2010-09-20,266.22
2010-09-21,265.01
2010-09-22,261.19
2010-09-23,261.07
2010-09-24,263.97
2010-09-27,262.92
2010-09-28,262.36
2010-09-29,261.02
2010-09-30,259.72
2010-10-01,259.0899
2010-10-04,257.74
2010-10-05,261.18
2010-10-06,262.51
2010-10-07,262.31
2010-10-08,262.27
2010-10-11,263.2
2010-10-12,262.48
2010-10-13,266.25
2010-10-14,265.68
2010-10-15,265.83
2010-10-18,266.64
2010-10-19,265.24
2010-10-20,266.13
2010-10-21,267.62
2010-10-22,266.75
2010-10-25,267.42
2010-10-26,266.92
2010-10-27,264.93
2010-10-28,265.9
2010-10-29,265.96
2010-11-01,266.4
2010-11-02,267.5
2010-11-03,266.51
2010-11-04,270.83
2010-11-05,271.97
2010-11-08,271.91
2010-11-09,273.46
2010-11-10,271.48
2010-11-11,271.39
2010-11-12,270.18
2010-11-15,272.36
2010-11-16,265.98
2010-11-17,267.31
2010-11-18,271.15
2010-11-19,269.5
2010-11-22,267.74
2010-11-23,263.62
2010-11-24,266.29
2010-11-25,267.72
2010-11-26,266.6
2010-11-29,262.16
2010-11-30,261.83
2010-12-01,267.11
2010-12-02,271.61
2010-12-03,270.94
2010-12-06,271.38
2010-12-07,273.91
2010-12-08,274.98
2010-12-09,275.93
2010-12-10,276.19
2010-12-13,276.99
2010-12-14,277.65
2010-12-15,276.5299
2010-12-16,277.5899
2010-12-17,276.42
2010-12-20,278.38
2010-12-21,281.11
2010-12-22,281.45
2010-12-23,281.76
2010-12-24,281.43
2010-12-27,279.18
2010-12-28,279.79
2010-12-29,280.63
2010-12-30,277.02
2010-12-31,275.81
2011-01-03,278.02
2011-01-04,280.38
2011-01-05,280.48
2011-01-06,281.49
2011-01-07,281.02
2011-01-10,278.48
2011-01-11,281.98
2011-01-12,285.79
2011-01-13,284.04
2011-01-14,283.77
2011-01-17,284.06
2011-01-18,286.7
2011-01-19,282.72
2011-01-20,279.39
2011-01-21,281.26
2011-01-24,281.99
2011-01-25,280.1
2011-01-26,282.47
2011-01-27,282.88
2011-01-28,280.45
2011-01-31,280.05
2011-02-01,284.2
2011-02-02,284.5899
2011-02-03,285.0
2011-02-04,285.9
2011-02-07,288.74
2011-02-08,288.56
2011-02-09,287.35
2011-02-10,286.7799
2011-02-11,287.99
2011-02-14,289.11
2011-02-15,289.44
2011-02-16,290.72
2011-02-17,291.16
2011-02-18,291.04
2011-02-21,287.18
2011-02-22,285.38
2011-02-23,282.38
2011-02-24,280.56
2011-02-25,284.12
2011-02-28,286.47
2011-03-01,284.63
2011-03-02,282.76
2011-03-03,283.58
2011-03-04,281.9
2011-03-07,280.72
2011-03-08,281.81
2011-03-09,281.17
2011-03-10,277.88
2011-03-11,275.42
2011-03-14,272.51
2011-03-15,266.32
2011-03-16,262.18
2011-03-17,267.08
2011-03-18,267.63
2011-03-21,272.33
2011-03-22,271.8
2011-03-23,273.11
2011-03-24,275.77
2011-03-25,276.02
2011-03-28,276.24
2011-03-29,276.51
2011-03-30,278.55
2011-03-31,275.9
2011-04-01,280.02
2011-04-04,280.26
2011-04-05,280.91
2011-04-06,281.57
2011-04-07,280.7799
2011-04-08,281.68
2011-04-11,280.99
2011-04-12,276.24
2011-04-13,278.25
2011-04-14,277.01
2011-04-15,277.7799
2011-04-18,273.05
2011-04-19,274.42
2011-04-20,279.06
2011-04-21,280.47
2011-04-26,281.23
2011-04-27,282.12
2011-04-28,283.04
2011-04-29,283.7799
2011-05-02,283.93
2011-05-03,282.43
2011-05-04,278.52
2011-05-05,277.79
2011-05-06,281.33
2011-05-09,280.43
2011-05-10,282.92
2011-05-11,283.73
2011-05-12,281.8
2011-05-13,280.5
2011-05-16,280.13
2011-05-17,277.2799
2011-05-18,278.17
2011-05-19,280.0
2011-05-20,279.65
2011-05-23,274.7799
2011-05-24,275.39
2011-05-25,277.37
2011-05-26,277.14
2011-05-27,279.05
2011-05-30,278.82
2011-05-31,281.06
2011-06-01,278.38
2011-06-02,274.67
2011-06-03,273.67
2011-06-06,272.16
2011-06-07,271.87
2011-06-08,269.01
2011-06-09,271.76
2011-06-10,268.13
2011-06-13,268.71
2011-06-14,270.82
2011-06-15,267.95
2011-06-16,266.73
2011-06-17,267.17
2011-06-20,265.76
2011-06-21,269.5899
2011-06-22,268.07
2011-06-23,264.31
2011-06-24,263.98
2011-06-27,264.01
2011-06-28,265.23
2011-06-29,269.8
2011-06-30,272.86
2011-07-01,274.92
2011-07-04,275.54
2011-07-05,275.62
2011-07-06,274.79
2011-07-07,275.93
2011-07-08,273.76
2011-07-11,269.9
2011-07-12,268.16
2011-07-13,269.94
2011-07-14,267.68
2011-07-15,266.91
2011-07-18,262.1
2011-07-19,264.2799
2011-07-20,267.73
2011-07-21,270.48
2011-07-22,272.02
2011-07-25,271.2799
2011-07-26,270.08
2011-07-27,267.05
2011-07-28,267.08
2011-07-29,265.25
2011-08-01,262.02
2011-08-02,256.98
2011-08-03,251.95
2011-08-04,243.16
2011-08-05,238.88
2011-08-08,228.98
2011-08-09,232.2
2011-08-10,223.5
2011-08-11,229.11
2011-08-12,237.49
2011-08-15,237.85
2011-08-16,237.56
2011-08-17,238.05
2011-08-18,226.7
2011-08-19,223.13
2011-08-22,224.9
2011-08-23,226.63
2011-08-24,229.79
2011-08-25,227.07
2011-08-26,225.52
2011-08-29,228.28
2011-08-30,230.64
2011-08-31,237.43
2011-09-01,238.93
2011-09-02,233.11
2011-09-05,223.45
2011-09-06,221.98
2011-09-07,228.84
2011-09-08,230.47
2011-09-09,224.59
2011-09-12,218.93
2011-09-13,220.87
2011-09-14,224.17
2011-09-15,228.69
2011-09-16,230.16
2011-09-19,224.96
2011-09-20,229.1
2011-09-21,225.33
2011-09-22,214.89
2011-09-23,216.19
2011-09-26,220.28
2011-09-27,229.91
2011-09-28,227.39
2011-09-29,228.9
2011-09-30,226.18
2011-10-03,223.62
2011-10-04,217.46
2011-10-05,224.15
2011-10-06,230.27
2011-10-07,231.99
2011-10-10,235.94
2011-10-11,235.28
2011-10-12,239.16
2011-10-13,236.53
2011-10-14,238.51
2011-10-17,236.22
2011-10-18,235.33
2011-10-19,236.71
2011-10-20,233.07
2011-10-21,238.93
2011-10-24,242.03
2011-10-25,240.29
2011-10-26,240.8
